id,document,label
389,이문식 안내상 박준형..ㅋㅋ 탈선 재연영화네,0
390,6월 6일 현충일. 감사합니다.,1
391,아 진짜 이렇게 재미가 없을수가 ㅠㅠ,0
392,엄마친구가 만들었다길래 봤는데 이거 너무 눈물나잖아,1
393,이 영화를 보니까 내용이 너무 아름다워요.로마에 가보고싶어요.,1
394,생각해보면 머리 풀은 귀신이 왜 나와야했는지 의심가는 영화,0
395,"공포를 조금 즐기는 편이나 이건,, 도대체 ... 휴~~",0
396,선생님이영화를보여줬는데괜찮은영화같았다특히수잔윌커로나온아이참귀여웠었다,1
397,무에타이???? 태극권을 배운 옹박,0
398,윤은혜..주지훈..너무조아~^^,1
399,평점 왜이렇게낮나요? 너무사랑스러운 로맨스영화.. 재미있어요 ~~~,1
400,전혀 안지루한디 왜지루하다 하는거져 ? 강추입니다,1
401,무슨내용인거냐도대체 결말도어이없고ㅡ.ㅡ 제발 안봣으면 좋겟다,0
402,램페이지 시리즈는 내 인생 최고의 영화들 중 하나다,1
403,왜 마이나스 별점은 없는가? 있으면 좋으련만,0
404,신데렐라의 극치.. 비현실적인 소재와 어처구니 없는 결말...,0
405,이 영화를 보고 발 킬머의 팬이 되었다.,1
406,잼있다.특이해.아니 별 1나준사람들 이해하기가 쉽지않아요~~~~,1
407,별로 재미없네요 .. 결말도 시원찮고 ..,0
408,감동적인 영화! 굿윌 헌팅이랑은 또다른 느낌의 사제지간!,1
409,80년대 잘만킹의 시대는 여기서 끝이다 삼류로.............,0
410,우웩;; 이해하려고 노력해도 못하겟음;;,0
411,다니엘데이루이스의 섬세한 연기에 다시한번감동.,1
412,1점도 아깝다 ㅜㅜㅜㅜㅜㅜㅜㅜㅜ,0
413,케이지! 졸리! 액션! 아무런 조화를 이루지 못하고 그냥 질주한다,0
414,유치해서 지루함 돈아까워서 보는 정도,0
415,암울한 영화......노추......,0
416,아직 못봤지만 기대가 큽니다. 재밌을 것 같아요,1
417,예쁜건 포스터뿐. 아 드러. 이지현 아깝다,0
418,마츠다류헤이의 놀라운 데뷔작..,1
419,너무 좋다 양조위의 눈빛에 빨려들거 같다. 그림한편 보는 듯한 영화,1
420,역겨우면서 미워할수없는 악동들ㅋㅋ미치것다 기즈모 ㅜㅜ,1
421,재미없어 연기 넘 오글거려 ㅋㅋㅋ,0
422,평점이 너무 높아요 조금만 줄여요,0
423,김현주가 이쁘게 나온 영화 고로 10점 만점에 10점,1
424,장쯔이는 무협영화나 나오는게 낫다 연기는 최악!,0
425,영화라기보다는 그냥 투어 촬영 편집본이죠;;; 졸렸습니다.,0
426,x 같은 영화 말도안되는 황당한 영화 진심 ㅆㄹ,0
427,웩 이게뭐야 이런젠장 10자이상이래 영화보다가 나온건 처음이여,0
428,안 나오느니만 못한 최악의 속편,0
429,진심 이게 재밌냐?분투하는 청춘...기가찬다..,0
430,주인공의 얼굴과 무술에 별두개 영화는 차라리 'f학점의 첩보원'을 보자,0
431,아는만큼 즐길수 있는 영화. 풍자가 껄끄럽지 않고 유쾌하게 느껴진다.,1
432,코난 짱 ! 귀욥돋아요♥ 안그런척하면서 미란이를 은근챙겨주네요^^ 코난님?,1
433,시원함도 아주 미미한 엉성한 스토리의 영화,0
434,보다가 졸음이 와서 졸았는데 깨어보니 개운해진 영화,0
435,나 들어가야돼 들어가고 싶어!!! 아 보면서 답답해 죽는 줄 알았다,0
436,이유가없음.그렇다고이유가있는것도아님,0
437,너무 너무 재미있어요.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
438,구석구석 막장 이닌 게 없다. 처절한 막장극.,0
439,그냥 별 다섯개 주면 버릇나빠진다,0
440,김강우 나오는 영화는 재미없음,0
441,이걸 본 나를 탓해야지 에휴..,0
442,장 피에르 쥬네! 그의 영상미와 상상력은 가히 천재적이다!,1
443,예전에 엄청 무섭게 봤지크레이븐중에 최고의 작품,1
444,팝핑 캔디 빼고는 볼게 없는데 이런 쓰레기도 개봉하네,0
445,"최악의 영화, 더 할말은 없다",0
446,완전히 취향이라 넘 재밌게 봤다는...마지막 장면 최고ㅠ,1
447,"화려한 비주얼, 무거운 주제... 하지만 그 어디에서도 재미를 찾기 힘들다.",0
448,"공포도 그냥저냥, 반전도 그냥저냥",0
449,"미스캐스팅, 90년대식 반전.. 엉성한 시나리오.",0
450,망함 남주 네임벨류가 문제인거같다 노진구라니...,0
451,엄청난 걸작.'러시아에서날아온사랑' 최고의 영화중하나,1
452,난 이게 무슨 냉전시대에 나온 영화인줄 알았다,0
453,궁금해서 끝까지 봤지만 심하게 억지스럽다. 가상현실도 아니고 이뭐병,0
454,신현준의 어설픈 코믹 연기만 기억에 남네,0
455,소재로 스케이트를 쓴게 이해가않간다... 결말은 엉성하고 아쉬운영화.,0
456,오랫만에 소름한번 돋게하는영화.개인적으로 좋았던것 같다.,1
457,네가본것은2시간짜리영화인데여자들이관심을보이는건돈이랑물건크기뿐이네,0
458,영화를 보다 십분만에 중단하기 참으로 어려운 일인데 이 영화는 해냈다,0
459,"시고니 위버가 아니었어도, 충분히 재미로만 10점을 받았을 영화",1
460,이영화를 한마디로 표현 하자면. 곤드레만드레,0
461,아름다운 영화에요. 감사한 마음으로 본 것 같아요.,1
462,흥미진진 가수맞추는 재미가 쏠쏠합니다 ㅋㅋ아이유때 첨봤는데 넘 재미나여,1
463,모냐..~~~어이없는 불륜 영화네,0
464,여러모로 말이 안되는.. 그리고 재미도 없는..,0
465,갈수록 웃기네이수정 착한척하믄서 이남자저남자..아휴 짜잉나첨엔 잼났는데욕나옴,0
466,따뜻한 영화~ 너무 좋았어요~~,1
467,"순수하고 아름답다, ost도 영화에 한몫하는듯",1
468,견자단과 성룡의 대결씬과 이쁜 여자들만 볼만~ 나머진 기대 하지 말것,0
469,그들의 오바.연기와 유치한스토리가 눈을 거슬리게 한다,0
470,의도하는 바를 모르겠는 영화..하품만 유발했다.,0
471,으로 인정받은 폴 앤더슨..이 영화로 재능을 허비하다.,0
472,이맘때되면 생각나서 또본다!!! 진짜 달달하당...♥,1
473,출연한 지네들끼리 놀라고 소리치고 자빠졌네,0
474,마지막에 점쟁이 나오는 부분은 너무 억지... 앞부분은 괜찮았는데,0
475,한국판 러브스토리의 최고봉~!,1
476,나름 색깔이 느껴진 영화였다 볼만하다 느껴보자,1
477,조연들의 인간다운 연기가 돋보였던 영화 ^^;,1
478,밥 호스킨스의 치열한 연기..,1
479,무섭지도 웃기지도 않네요. 아주 못볼정도까진 아닌듯,0
480,이게 재밌다고 하신다면 원작을 봐보세요.. 에휴,0
481,이런 감동 오랜만이다 이런 ㅠ,1
482,오 내가 이걸 영화관에서 돈주고 봤다니..,0
483,너무감동적이고재미있는드라마에요♥,1
484,"연기 연출 최악, 보다가 초반에 때리친 영화는 처음",0
485,궁금증 자극하는 예고편이네요. 러시아 영화 신선하네요,1
486,"조금 아쉬운부분이 있엇지만, 방황하는 청소년들을 잘 묘사한거같다",1
487,반전을 위해 억지로 끼워 맞춘 스토리,0
488,기대는 안했는데...보고나선 잘봤다는 생각이...최강코믹,1
489,편집 너무 재미 없어요내가해도 이것보다 잘하겠다,0
490,3.5배속으로봤는데도 지루하다,0
491,난 공포영화 좋아하는 편인데도 이건 진짜 별로 였음 .........,0
492,최고였습니다. 극적인 전개와 밀려오는 감동. 너무 감사합니다.,1
493,3배속으로 봤기네 망정이지...연기도 진짜 어처구니가 없다...,0
494,소재가 아깝다 내가 만들어도 이것보다 잘만들겄다..,0
495,이게 어떻게 평점이 8.59지?,0
496,"정말, 첨으로 영화보다 졸앗다",0
497,2편에서 끝냈어야 했어... 2편에서...,0
498,소재를 잘 살려서 재밋게 봄~ 나카시마 미카 짱,1
499,여자들 옷벗은 거나 계속 찍는게 이것 보다는 났겠다.,0
500,이렇게 재밌는 걸 왜 이제야 봤을까,1
501,램버트를 주인공으로 멋진 B급 액션도 가능했을텐데 아쉽다,0
502,공리말고 다른 여배우 쓰지 암튼 영화 굳굳,1
503,진짜 재밌음여배우 남자배우 다 매력적,1
504,재미없어요... 시간이 좀 아깝네요...,0
505,섬세하게표현한 전미선의 리얼한연기. 또 봐도 보고싶어진다,1
506,최고... 내가 완전 좋아했었던 드라마 ... 또 보고싶당 굿~,1
507,발상은 뛰어나다.. 하지만 지..루하다..,0
508,조디의 연기는 .. 너무아름다운영화.,1
509,심쿵심쿵 미치네요이수혁땜에 잠 못자겠어요ㅠ자꾸 아른거림ㅠ,1
510,갈수록 빠져드네요^^주말이 기달려집니다~,1
511,호...혹성탈출? 이런 망작이?,0
512,보면 볼수록 신비한 마력에 이끌리게 하는 총천연색 집대성작.,1
513,시험 준비중 시간 쪼개서 봤더니...,0
514,종훈이형 가오 상하게 왜 이런데 나와요,0
515,이정도면 되게 잘만든건데...,1
516,악플이 자자하길래 예고편만 봤는데 이미 상황끝!!!!!!!!,0
517,"유치,썰렁,조악 최악중 최악 15년전 개봉작이라도 이건아님",0
518,작위적인 연출과 공감하기 힘든 감동요소... 상당히 별로였다.,0
519,재미있는 영화인데 왜 흥행에 실패했는지.. 아쉽군요.,1
520,그럴듯하게 뭔가를 담아내려하지만 전혀 와닿지 않는 영화....뭐지?,0
521,너무 좋아하는영화...OO전에 본것같은데.. 가슴따뜻해지고..뭉클해지는..,1
522,망한 이유를 알겠어 .비호감 캐릭터들의 난립,0
523,롱~롱~롱~테이크!! 환장할 만큼 지루한 영화!!,0
524,이건 성룡영화가 아니라서 그래요,0
525,전 정말 재미있게봤는데! 'ㅁ' 평점 너무 낮아서 올려놔요,1
526,"홍상수 필도 나고, 예전 청춘 필도 나오는 게 특색이 전혀 없네.",0
527,예전에 봤는데 지루하고 뭔 내용인지 기억도 안남,0
528,초딩용 실사영화보다 못한...,0
529,잔잔한 성장영화...하지만 결코 지루하진 않다,1
530,진정한 쒸레기.. 처음 10분만 봐도 알듯..,0
531,영화 보는 내내 슬프다. 아 정말! 감탄이 절로. 이야기 전개도 허접하다.,0
532,퀄릿도 떨어지고 내용도 상폄범...,0
533,유치 뽕짝;; OO.. 예전 향수 떠올리는 선플때문에 보다가 토나올뻔했음;;,0
534,어릴적 나에게 에스퍼맨은 영웅 데일리는 여신이었다.,1
535,이거 평점 조작한거 아냐??너무 높잖아,0
536,영화보면서 이렇게 신나게 졸아본적은 처음이다..완전..욕나오는..,0
537,분위기 좋네요. 이 영화를 보며 마음자세를 다잡아봅니다.,1
538,웨슬리도 이제는 3류배우가 된건가 ...,0
539,열악한 환경속에도 살아남은 수작!,1
540,시대에 뒤떨어졌다고 해야되나 감각이 너무 구리다,0
541,자기영화를 리메이크하는 감독의 패기,0
542,휴...높은 평점 주신 분들은 수준이 높으신건가-_- 이해불능.,0
543,tv 전기세가 아깝다 캬악 퉷~,0
544,연출 굿 분위기 영상미 음악 굿굿,1
545,"뭔가 낚인 기분, 차라리 19금 때고 코믹물로 갔었다면..",0
546,OST가 역대급으로 가장 좋다고 말해도 손색없다,1
547,클린트 이스트우드 감독님 제가 죽기전에 이런 영화를 만들어주서 감사합니다.,1
548,방영 전부터 기대하고 있었지만 역시!란 말이 나오네요 공감도 되고 굿굿굿!,1
549,"-,-;;;; 무간도 아류작인가? 보다 말았음.",0
550,"말이 적을 뿐, 행동으로 다 보여주는구만 뭐가 어려워 .",0
551,커서 보니까 이 영화 엄청 슬픈거엿써ㅠㅠㅠ게리올드만 멋잇드앙,1
552,재미도없다.내용도 어렵다.결말에선 멍청한건지 말도않되는 장면이 나온다,0
553,"홍콩 도박영화의 시작, 다시봐도 재밌다~!",1
554,cg같은게 없어도 이리 잘 만들었나 싶을 정도로 정말 감동적인 영화입니다~,1
555,자아에 대한 해묵은 고찰마저 방해하는 단조로운 진행.,0
556,무지한 시대앤 그나마 먹혔던...,0
557,'왜사랑하세요?' '살면서 정말중요한것중에서 내가 왜하는지 알고하는건없어.',1
558,겁나재밌기만하네.. 아무생각없이봤다가 눈물크리맞은영화,1
559,내용과 함께 교훈을 주는 좋은 영화입니다. 오래되도 지금도 잼있네요.,1
560,머리부터 발끝까지 사랑스러운 영화!굳굳!,1
561,밀라요보비치 아님 안봤다 그냥 개독영화,0
562,이건 뭐 앞뒤 내용도 없고.. 뚝뚝 끊기고...,0
563,1992년도 스릴러가 이정도의 완성도를 자랑하다니;; 수작,1
564,기본적으로 시나리오가 꽝...,0
565,"너무 지루함,,, 비밀의 문 반만 따라갔음,,,,ㅡ.ㅡ""",0
566,이런 분위기 좋아..비현실적이고 어둡지만 기분은 훈훈해지는,1
567,연기가 상당히 거슬리지만 여주인공들이 이상하게 풋풋하네~ㅋ,0
568,모든 배우들의 겉도는 연기로 특수한 영화가 돼버렸다.,0
569,"실망스러운,노골적인 사실 왜곡이 느껴졌던! 편견으로 가득 >_신고",0
570,3년전에본영화 개봉했네 ㅋㅋ재미도 없는걸..,0
571,이민정 최다니엘부터 지루함과 오글거림이 밀려온다,0
572,드라마에 흡입력이 없다 문근영은 열정도없고 자신감도 없는것같다,0
573,"이거 분명 봤는데, 전혀 기억에 없어 ㅡ.ㅡ",0
574,tv시리즈를 극장판으로 옮긴 애니메이션 중에서는 최고다,1
575,어딜가든 윗사람을 잘 만나야지...영화는 재미있었음.,1
576,소재가 상당히 좋다. 전환된후가 조금 흠이다. tv에서 한번쯤은 몰입해보자.,1
577,읽지도 않았는데 스캔되던 장면이 압권. 뭐~영화니까~ ^^,1
578,여성을 위한 영화인데 솔직히 관념 뒤집기에는 역부족,0
579,몇장면 웃긴걸로 평가하기엔 너무 지루했다..,0
580,Stop Crying Your Heart Out 덕에 뜬 영화 걍 쓰레기인데,0
581,플롯이 단순해서 부담없이 볼 수 있는 영화,1
582,킬링타임 따위도 안되는 영화 강하게 비추,0
583,말 그대로 원작을 파괴해버린 졸작,0
584,결코 끊어낼 수 없는 족쇄. 하지만 그 불가분성이 우리를 구원해준다.,1
585,솔직히 별 여운이 없네요...전문가용 영화인듯,0
586,무슨 약을 하시길래 이런 생각을 했어요???,0
587,옴마야 린든형사 너무 좋다 ㅠㅠ,1
588,OO 전이나..이OO 전이나..똑같다. 헙접한 영화,0
589,캐나다 관광 홍보 영상물에 뻔한 스토리.,0
590,정말 너무나도 못만든 영화..,0
591,"파리를사랑하고 싶게,사람을사랑하고 싶게,삶을사랑하고 싶게 만드는!",1
592,진실된 감동과 현직 특수부대들이 대단하고 멋잇다고 느껴진다,1
593,"효주누나가 나오니까 엄청 재미었고,가족의사랑을 느끼는 감동적이었다!",1
594,별잠 주는 것 자체가 아까운 영화. 영화라기보다는 막장드라마,0
595,기대하지않고 봤는데 어느하나 버릴것이 없는 영화였어요!,1
596,최악.............;; 정말 별로 중에 별로,0
597,찬미예수님♥원장수녀님의사랑그리고삶그리고깨달음저희도받고싶습니다.♥,1
598,그냥 꽤 재밋다 그리고 엘렌페이지가 이쁘다,1
599,충무로한국영화알바있는거확신했다 평점이 오점대라니!!,0
600,진정한자아를 찾은 뮤리엘이 부럽다. 나는 언제쯤 찾을수 있을까...,1
601,감독 이상해 ㅜ ㅜ 내 시간 돌리도,0
602,아무것도 모르고 그냥봤는데 .. 사람을 이렇게 울리는 애니메이션일줄은 몰랐네,1
603,로완 앳킨슨 나오길래 보긴 했는데... 이건 뭐...,0
